[00:00:30 - 00:00:37] ♪♪
[00:25:11 - 00:25:20] かえって我々は赤ちゃんが泣いたり、神経質になったりするのをやめるために道具を使っちゃうんですね。

[00:25:20 - 00:25:23] そこから間違っているんです。

[00:25:23 - 00:25:29] たとえば赤ちゃんがお腹いっぱいミルクを飲んで、ニコニコ笑って遊んでいると、

[00:25:29 - 00:25:35] その時はいろんな道具を見せたり、いろんなことをあげたりして、遊んだ方がいいんです。

[00:25:35 - 00:25:39] 遊んでいる時だから。

[00:25:39 - 00:25:43] それから赤ちゃんがなんとなくちょっとステス溜まっているせいで泣いたりすると、

[00:25:43 - 00:25:53] そういった道具とかを全部置いておいて、やっぱり心を落ち着くことをしてあげた方がいいんですね。

[00:25:53 - 00:26:00] 小さな赤ちゃんだったら、お母さんを抱っこすることが一番いいんですけどね。

[00:26:00 - 00:26:08] 胸に抱っこしてあげたりとか、そうするとどんどんどんどん落ち着く。

[00:26:08 - 00:26:10] あまり話しかけない方がいいんですよ。

[00:26:10 - 00:26:16] 本人も落ち着いてないんだから、別に話しかけたっても、さらにステス溜まっちゃいますからね。

[00:26:16 - 00:26:24] お母さんが子供の機嫌がいい時はいっぱい喋ったりして、機嫌が悪い時はあまり喋らないで、

[00:26:24 - 00:26:29] 無言で、ただスキンシップだけで落ち着かせてあげると。

[00:26:29 - 00:26:36] そういう風にしてあげると、小さい時からステス溜まることはどんどんなくなるんです。

[00:26:36 - 00:26:44] 残念ながら教育戦争で、幼稚園に行かせ、そこでまたステス溜まるし、

[00:26:44 - 00:26:50] 小学校でまた頭いっちゃうし、中学校でずっとその一方なんですね。

[00:26:50 - 00:26:59] それで仕事に入ったらさらに、結婚すればまた、子供が出たらまたとか、そういう風に死ぬまで、

[00:26:59 - 00:27:03] 仕事終わったらもうやることないんだから、またステスなんですね。

[00:27:03 - 00:27:08] それ癖なんですね。仕事終わるんだからすごいステス溜まってるようで、

[00:27:08 - 00:27:16] じゃあ一休みあげましょうって言ったら、やることないな、退屈だなと思って、またステスなんですね。

[00:27:16 - 00:27:23] 皆様方、このじーっとしてボケーっとしてること分かりません。できないんですね。

[00:27:23 - 00:27:28] ちょっと一休みすることできないんですね。

[00:27:28 - 00:27:33] もし30分あればどうしますか。もし私が30分あげたら。

[00:27:33 - 00:27:39] ものすごくイライラするでしょう。すごくイライラするんですね。

[00:27:39 - 00:27:44] ということはすごいステスなんです。

[00:27:44 - 00:27:53] 30分あったら本も読まないで、寝ることもしないで、

[00:27:53 - 00:28:02] ただじーっと待っていることができれば、そのステス全部消えちゃうんです。

[00:28:02 - 00:28:10] 何もしないで。考えることもいけない。でも寝ることもいけない。

[00:28:10 - 00:28:14] それちょっと難しいかもしれません。

[00:28:14 - 00:28:19] そういうふうに簡単なんですよ、心を癒すことは。

[00:28:19 - 00:28:24] 黙ってじーっとしていればもう心は治るんです。

[00:28:24 - 00:28:31] なんでそれできないかとは、それはまあ私にはできますからしょうがないんだけど、

[00:28:31 - 00:28:40] 皆様にはなんでできないかとは、皆様から聞かないと。

[00:28:40 - 00:28:53] じゃあ、ステス溜まらないようにどうすればいいんですか。

[00:28:53 - 00:28:56] そこが問題なんですね。

[00:28:56 - 00:29:03] それは自分のことを余計な判断しているでしょ。

[00:29:03 - 00:29:05] それにおいておいてください。

[00:29:05 - 00:29:08] 我々はあまりろくな人間じゃないんだと。

[00:29:08 - 00:29:10] そんな大したもんじゃないんだと。

[00:29:10 - 00:29:15] 大した美人でもないし、大した知識人でもないんですよ。

[00:29:15 - 00:29:20] そんな我々の大した仕事をできるわけでもないんですよ。

[00:29:20 - 00:29:27] だから適当にほどほどに頑張ってるんだと。

[00:29:27 - 00:29:31] その考え方が一番いいんですよ。

[00:29:31 - 00:29:36] それは社会に入ったら、ものすごい危険な考え方のように聞こえますけど、

[00:29:36 - 00:29:39] それは危険じゃないんです。

[00:29:39 - 00:29:42] 大したことをしようとして世界を破壊して、

[00:29:42 - 00:29:47] もうみんな自己破壊の道に行っているんだからね。

[00:29:47 - 00:29:52] 女性の方々はものすごく自分を美しく見せるために、

[00:29:52 - 00:29:56] 綺麗に見せるために何だかんでも完璧にしようと思って、

[00:29:56 - 00:30:00] すごい苦しんでいるんですよ。

[00:30:00 - 00:30:04] まあそこまでしなくたってもいいんだと、ほっとすれば、あの恐ろしい苦しみが全部じわじわと消えてしまっちゃうんです。

[00:30:04 - 00:30:12] 男性の場合も、ものすごいしっかりしなくちゃとかね、

[00:30:12 - 00:30:17] しっかり仕事をしなくちゃとか、完璧に仕事をしなくちゃとか、

[00:30:17 - 00:30:22] 完璧に勉強しなくちゃとか、そんな余計なくだらん考え方、やめてほしいんです。

[00:30:22 - 00:30:25] なんでくだらん考え方と申し上げると、

[00:30:25 - 00:30:32] 誰一人の完璧に仕事をしたことはないんですよ。

[00:30:32 - 00:30:36] みんなほどほどにやってるのに、

[00:30:36 - 00:30:43] なんで心の中だけすごく威張って、うっそう生きてるんですか、自分に。

[00:30:43 - 00:30:45] 自分はしっかりしてるんだと。

[00:30:45 - 00:30:50] それは嘘なんですね。ですから掃除機になって、

[00:30:50 - 00:30:54] 物事はほどほどでいいんだと。

[00:30:55 - 00:30:57] 完璧にはできませんと。

[00:30:57 - 00:31:01] 例えばこちらで私はビパッサな瞑想指導をしていますけど、

[00:31:01 - 00:31:06] その時でもなかなか結果が出てこないんですね、実践する人々は。

[00:31:06 - 00:31:11] なぜかというと頭の中でしっかりやりますと思ってるんですね。

[00:31:11 - 00:31:16] 私はそれを嘘だと知ってるんだけど、言ったら怒られますから言わないし。

[00:31:16 - 00:31:21] 嘘言うなと。

[00:31:21 - 00:31:25] だから自分にできるだけのことを精一杯頑張ってもらえば、

[00:31:25 - 00:31:30] 私はものすごい早く成長するように指導できるのに、それはなし。

[00:31:30 - 00:31:34] 掃除機じゃないんですね。

[00:31:34 - 00:31:39] だから僕にも喋りたくても喋るようもなくなっちゃうんです。

[00:31:39 - 00:31:45] だからどんな社会にしたってもそんなもんなんです、人間は。

[00:31:45 - 00:31:48] だからややこしくなりますから覚えておいてください。

[00:31:48 - 00:31:55] 完璧に物事をしようと思うことは不自然であります。

[00:31:55 - 00:32:00] 非現実的であります。

[00:32:00 - 00:32:04] 不完成でいいんだと。

[00:32:04 - 00:32:11] でもいい加減ではありませんと。

[00:32:11 - 00:32:17] それは私の精一杯だと。

[00:32:17 - 00:32:22] 世界評価するのは我々の精一杯の仕事であって、完成な仕事ではないんです。

[00:32:22 - 00:32:26] お母さんには完全な子育てはできません。

[00:32:26 - 00:32:31] 決して。

[00:32:31 - 00:32:40] 完全な子供を育てようと思ったら結局殺人さで終わるんですよ。

[00:32:40 - 00:32:45] ですからそれはあり得ないんです。

[00:32:45 - 00:32:48] お母さんから社会は必要としているのは精一杯頑張ってくださいと。

[00:32:48 - 00:32:56] それで子供はどうなろうかみんな、あのお母さんは一生懸命頑張りましたと。

[00:32:56 - 00:32:59] それは褒めるんですよ。

[00:32:59 - 00:33:06] そこで子供もお母さんもお母さんなりによく頑張りましたと。

[00:33:06 - 00:33:13] じゃあ私もいい加減なことしてはいけないんだと。

[00:33:14 - 00:33:16] よくなるんです。

[00:33:16 - 00:33:21] それ完璧主義、潔癖主義とかそんな病気を増す。

[00:33:21 - 00:33:24] 簡単だから捨ててください、心の中から。

[00:33:24 - 00:33:27] だからテーマ、覚えやすいように言うなれば、完璧になるのではなくて精一杯すると。

[00:33:27 - 00:33:34] 自分にできる範囲でとことん頑張るんだと。

[00:33:34 - 00:33:38] だから誰かがそれはちょっと間違ってるんではないかと言ったっても別に気にする必要ないんですよ。

[00:33:38 - 00:33:49] 例えば男性の場合仕事は自分が精一杯しました。

[00:33:49 - 00:33:59] それで上司があんたこれそこら辺そこら辺ちょっとダメではないかと。

[00:33:59 - 00:34:05] ただそこでお腹が痛くなるでしょ。痛くなる必要ないんですよ。

[00:34:05 - 00:34:09] なぜかというと自分が精一杯したんだから、すいませんでした。

[00:34:09 - 00:34:14] まあ言えばそれで終わりますよ。そうですかと。

[00:34:14 - 00:34:19] それだけなんです。

[00:34:19 - 00:34:24] そこで上司が頭の良い上司だったらその人は精一杯頑張ってるんだからそれで十分だと。

[00:34:24 - 00:34:30] もしその人がさらに上達する可能性あるならばさらに上達するようにしましょうと。

[00:34:30 - 00:34:34] もしそれはギリギリだったら残りの仕事は他の人に楽しかないんですよ。

[00:34:34 - 00:34:41] ですからそのレベル高い諦めですかね。高度な諦めみたいなものなんですね。

[00:34:41 - 00:34:47] 人間は不完全であると。

[00:34:47 - 00:35:01] それを消えて心それを消えて一緒に全部消えちゃったら結構病気っていうのは消えてしまうんです。

[00:35:01 - 00:35:08] 次のポイント。

[00:35:08 - 00:35:17] 次のポイントはこれです。

[00:35:17 - 00:35:37] 人生っていうのはどう頑張っても結構苦しいもんですよ。

[00:35:37 - 00:35:47] 皆様方一生懸命戦争終わった時から一生懸命頑張って幸福な社会を作ろうと頑張ったんです。

[00:35:47 - 00:35:52] それで経済的に世界とどんな国も追い起こしちゃったんですね。

[00:35:52 - 00:36:00] それで幸福になったんですか。

[00:36:01 - 00:36:09] ものはあるんだけど、ものあることを幸福ですかね。

[00:36:09 - 00:36:14] 幸福になるというか我々はやっぱり人生っていうのは大変なんですよ。

[00:36:14 - 00:36:19] 戦争終わった時は当時の方々は食べ物がなくて着るものがなくてもうすごい苦労してたんですね。
