[00:00:30 - 00:00:36] 槁 競馬
[00:00:52 - 00:00:54] いろんなことを
[02:07:31 - 02:07:33] 私の方が、
[02:07:33 - 02:07:37] あの、中になって、下になっているわけですけれども、
[02:07:37 - 02:07:39] あの、
[02:07:42 - 02:07:44] どうしても、あの、
[02:07:44 - 02:07:46] 補ってあげないと、
[02:07:46 - 02:07:49] やっていかない部分があるんですけれども、
[02:07:49 - 02:07:51] あの、
[02:07:51 - 02:07:53] そこのところは、
[02:07:53 - 02:07:55] 趣味の方は、
[02:07:55 - 02:07:57] あの、
[02:07:57 - 02:08:00] 勉強もしない人もいるんです。
[02:08:00 - 02:08:03] みんなそんなことですよ。
[02:08:03 - 02:08:06] 一人の家族だけではないんですよ。
[02:08:06 - 02:08:08] 大体は、
[02:08:08 - 02:08:10] そこらへんやっぱり、
[02:08:10 - 02:08:13] 女性の方に対するのは、
[02:08:13 - 02:08:15] あの、
[02:08:15 - 02:08:17] 簡単だと思いますよね。
[02:08:17 - 02:08:19] あの、先ほどのあの、
[02:08:19 - 02:08:21] カルマを解消するのには、
[02:08:21 - 02:08:23] あの、
[02:08:23 - 02:08:25] 慈悲とか、
[02:08:25 - 02:08:27] あの、
[02:08:27 - 02:08:29] 徳王像とか、
[02:08:29 - 02:08:31] そういう、
[02:08:31 - 02:08:33] ま、
[02:08:33 - 02:08:35] 精神っていうか、
[02:08:35 - 02:08:37] 気持ちっていうのを持っていれば、
[02:08:37 - 02:08:41] あの、カルマも解消できるっておっしゃらないんですけれども、
[02:08:41 - 02:08:43] そういうのは、
[02:08:43 - 02:08:45] あの、
[02:08:45 - 02:08:47] 聞いたことあるんですけれども、
[02:08:47 - 02:08:49] 測りにかけると、
[02:08:49 - 02:08:51] あの、
[02:08:51 - 02:08:54] 同じ重さを持っているものがつり合って、
[02:08:54 - 02:08:56] あの、
[02:08:56 - 02:09:00] 縁によって結ばれちゃうってこと聞いたことあるんですけれども、
[02:09:03 - 02:09:05] そういう、
[02:09:05 - 02:09:07] あの、
[02:09:08 - 02:09:10] 補うとか、
[02:09:10 - 02:09:12] 私にもあの、
[02:09:12 - 02:09:15] 伝えられなくてもいいんですけれども、
[02:09:15 - 02:09:17] そうした場合に、
[02:09:17 - 02:09:19] あの、
[02:09:19 - 02:09:22] 我のカルマっていうのも解消できないのか。
[02:09:23 - 02:09:25] えー、
[02:09:25 - 02:09:27] あんまりこの、
[02:09:27 - 02:09:29] 道具になったのはね、
[02:09:29 - 02:09:33] なんかすごい昔から決まってるという風な考え方も、
[02:09:33 - 02:09:35] あまりよくない。
[02:09:35 - 02:09:37] ま、
[02:09:37 - 02:09:39] たまたまこの、
[02:09:39 - 02:09:41] たまたまこの、
[02:09:41 - 02:09:43] 人生で一緒になったと思ったほうが、
[02:09:43 - 02:09:45] もっと頑張るんですよ。
[02:09:45 - 02:09:49] 昔からこのカルマと決めてるようになっていくって思ったから、
[02:09:49 - 02:09:51] 大体みんな頑張らないんです。
[02:09:51 - 02:09:53] そしたら、
[02:09:53 - 02:09:55] あの、
[02:09:55 - 02:09:57] 専用っていう風に考えていいですか?
[02:09:57 - 02:09:59] 専用です。
[02:09:59 - 02:10:01] いいですか。
[02:10:00 - 02:10:19] ですからこの夫婦関係、皆様に理解的に言いますけど、例えば若い時は結婚するわけですね。それ若い時からどんどん閉じ込んでいくと、我々この夫婦の間の関係を同時に変えていってしまうんです。
[02:10:19 - 02:10:39] 片方が好自信がありまして、どんどん勉強していきまして、片方の方がずっとそのままでいた場合に、ある程度の年数が経つと嫌気が出ますよね。
[02:10:49 - 02:10:58] 夫婦さんが全く信仰に無関心になる。夫婦さんが一生懸命信仰になると、夫婦さんが全く嫌だと思って逆に言っちゃうとかね。
[02:10:58 - 02:11:06] それをお互いがあまりにも信頼しているんだから、あいつはやってるんだから私の分までって思っちゃうんですよ。
[02:11:06 - 02:11:15] だからそこら辺別に、夫婦さんがすごい信仰になってから旦那さんが結婚するわけは言いませんんだけど、結婚する。
[02:11:15 - 02:11:29] 信じてる。でも、まあ夫婦っていうのはそんなもんで、例えば夫婦さんが誰かの結婚しに行ったと、旦那さんが何度か誤魔化して結婚は行かないように頑張っちゃう。
[02:11:29 - 02:11:36] でも旦那さんと行かなくちゃいけない場合あるでしょ。あるんだけど、じゃあ旦那さん行ってくださいとかね。
[02:11:36 - 02:11:44] そういうのは無責任ではなくて、あまりにも相手にあえてるんだからなんです。相手を信頼してるんだからなんです。
[02:11:44 - 02:11:49] だからそれは夫婦の間で不満になっちゃうんですね。
[02:11:49 - 02:11:59] 信頼されすぎていた時には知らされてる方は不満になるわけですよね。
[02:11:59 - 02:12:03] 話で考え方次第ですからね。
[02:12:03 - 02:12:13] とにかく恋人って人とはお互いにこの仲良い人生の、仲良いと結婚相手に正解するものですから、
[02:12:13 - 02:12:18] 仲良いと同じ関係するのかもしれないんです。
[02:12:18 - 02:12:22] 夫婦の間でいろいろな夫婦がいて、
[02:12:22 - 02:12:28] 旦那さんが一緒に、県で旦那さんが一緒に結婚してあげるとかね、
[02:12:28 - 02:12:38] そういう関係もあるんだけど、それよりは現代社会ではお互い仲良い専用であっても同じですよ。
[02:12:38 - 02:12:42] ですから友達だからそっちは勝手で反対。
[02:12:42 - 02:12:47] なんでよ、早くここを持って行くんですね。
[02:12:47 - 02:12:52] ですから自分の考え方を自由に言ったりとかね、
[02:12:52 - 02:12:55] 例えば旦那さんが全然勉強じゃないんだったら、
[02:12:55 - 02:12:59] あなたのために勉強でもしていたらどうですかとかね、
[02:12:59 - 02:13:03] なんとかそういう風にものすごく平気で言ったりとか、
[02:13:03 - 02:13:07] 自分が平気で何か言ったってあまり気にしないで、
[02:13:07 - 02:13:13] 例えばわがままとか言いたいことを言えるのは自分の夫婦さんしかいないし、
[02:13:13 - 02:13:18] その場合はなんとか平気で言ったりとかね、
[02:13:18 - 02:13:21] 旦那さんがいくら自分に勧めることを言ったっても、
[02:13:21 - 02:13:26] なんとかどうなる、自分のことをその状態で。
[02:13:26 - 02:13:30] それですごくうまくいっちゃいますよ。あまり反応しちゃいけない。
[02:13:30 - 02:13:33] 例えば旦那さんが日本の男前に言ったり、
[02:13:33 - 02:13:35] 日本の女性バカですよって言ったっても、
[02:13:35 - 02:13:39] 別にそれを全く受け取らないことはなくて、
[02:13:39 - 02:13:42] それはもうバカだからいいのではなくて、
[02:13:42 - 02:13:47] 面と向かってバカと言えるのは自分の夫婦さんしかいないんですよ、
[02:13:47 - 02:13:49] 女の子だから。
[02:13:49 - 02:13:51] ですからまあそういう風に、
[02:13:51 - 02:13:54] よく喧嘩するのもそういうわけなんですよ。
[02:13:54 - 02:13:58] そういう風に喧嘩するのだけど、その動きが社会にあったら喧嘩しませんから。
[02:13:58 - 02:14:01] お互いでもすごいよいっぱいな生活をしますよ。
[02:14:01 - 02:14:05] お互いにまあよく言い合ったりするわけ。
[02:14:05 - 02:14:08] ですからやっぱりわがまま言えるのも、
[02:14:08 - 02:14:12] そういうのはまあ僕たちは相手だけなんですよ。
[02:14:12 - 02:14:18] ですからあまりにも相手に自分のことを面倒見てもらうというよりは、
[02:14:18 - 02:14:23] 自分と一緒に相手のことを心配して必死で面倒見てあげようと。
[02:14:23 - 02:14:26] そういうふうにすごくいい友達だと。
[02:14:26 - 02:14:33] お互い喋らなくても、お互いが言うだけで十分だよと。
[02:14:33 - 02:14:38] それで満足感が出なくちゃいけないんです。
[02:14:38 - 02:14:45] そういうふうに年頃と同時にわれわれの感覚を変えなくちゃいけない。
[02:14:45 - 02:14:49] 例えば若い時は、男性はとにかく金儲けなくちゃいけないし、
[02:14:49 - 02:14:51] まあそれに焦っちゃうし、
[02:14:51 - 02:14:54] それで奥さんがまあそれを支えてるだけになっちゃうし、
[02:14:54 - 02:14:58] 男性と別にも金儲けの仕事をやっちゃいますから、
[02:14:58 - 02:15:01] それでお互いに何かある意味で一緒にいるんだから、
[02:15:01 - 02:15:05] 例えば友達でなければ一緒なくなっちゃうんですね一緒に。
[02:15:05 - 02:15:08] 友達にしちゃうと。
[02:15:08 - 02:15:12] で、まあ自分がやってることに動員で引っ張ったりとか、
[02:15:12 - 02:15:18] 僕がやってることに自分の、僕は嫌われてなければ参加したりとか、
[02:15:19 - 02:15:21] そういうようなところで考えをすることは、
[02:15:21 - 02:15:24] 人と同じ関係することになりますか。
[02:15:26 - 02:15:32] あの、仲間で、あの、学年の時に、
[02:15:32 - 02:15:35] あの、社勤で会って、
[02:15:35 - 02:15:41] あの、機械とか建物とか出会ってきて、
[02:15:41 - 02:15:50] あの、その、まあ大きい企業の下で、下掛けさんとしてやってたんですけれども、
[02:15:50 - 02:15:57] あの、それがあの、空洞化で外へ出ていくようになりまして、
[02:15:57 - 02:16:02] 仕事が来なくなって、返済がなどこういうことになって、
[02:16:02 - 02:16:10] そしてあの、息子さんも同じ会社でやってたんですけれども、
[02:16:10 - 02:16:19] あの、社勤で積極的な経営をした元社長というのは、
[02:16:19 - 02:16:22] あの、社長のポストから降りて、
[02:16:22 - 02:16:28] あの、息子さんの代に変わったわけですけれども、
[02:16:28 - 02:16:32] その元の社長さんというのが、
[02:16:32 - 02:16:37] あの、自分のポジションというのがなくなって、
[02:16:37 - 02:16:44] あの、そして、アイデンティティというものもなくなってしまって、
[02:16:44 - 02:16:47] あの、事業が縮小になって、
[02:16:47 - 02:16:51] そしてあの、なんていうんですか、
[02:16:51 - 02:16:55] あの、もう考えることもなくなって、
[02:16:55 - 02:16:58] 本ばっかり読んでいたりとか、
[02:16:58 - 02:17:03] 釣りばっかり引いたりっていうのが半年ぐらい続いたんですけれども、
[02:17:03 - 02:17:06] あの、その後あっても、
[02:17:06 - 02:17:13] あの、とてもあの、積極的な沈んだ人間になってしまったんですけれども、
[02:17:13 - 02:17:17] そういう人を立ち上がらせるには、
[02:17:17 - 02:17:23] あの、心から、心というか精神の力を振り起こさなければ、
[02:17:23 - 02:17:26] あの、体もガタガタになって、
[02:17:26 - 02:17:30] 微力神経失調とか口血だとかになっちゃったんですけれども、
[02:17:30 - 02:17:37] 心が起き上がらないうちは、体のほうがついていかないと思うんですけれども、
[02:17:37 - 02:17:41] どういうふうなことを、あの、助言してあげたらいいでしょうか。
[02:17:41 - 02:17:46] だから、ピオの話に大体そういう答えがあったと思うんですけど、
[02:17:46 - 02:17:48] 何やったっても結局そんなもんですから、
[02:17:48 - 02:17:52] お金は人生にはないし、教育も人生にはないし、
[02:17:53 - 02:17:57] 我々は、お金があること、すごい授業があることは、
[02:17:57 - 02:18:00] もう人生だと思ってもそれは大間違いなんです。
[02:18:00 - 02:18:04] 人間はあだかに生まれて、あだかに死んでしまっちゃうし、
[02:18:04 - 02:18:08] ですから正しく生きることが一番大事なんです。
[02:18:08 - 02:18:11] 生きる術を学んでないんです。
[02:18:11 - 02:18:13] 金持ってることは知ってるんだけど、
[02:18:13 - 02:18:16] そんなものはもう別に愛したことないんですよ。
[02:18:16 - 02:18:18] 動物とも金は儲かりますから、
[02:18:18 - 02:18:20] お金は言えませんけど、ちゃんと仕事をして、
[02:18:20 - 02:18:22] ちゃんと食べているんだからね。
[02:18:22 - 02:18:24] 死ぬまで何も問題ない。
[02:18:24 - 02:18:26] ですから、人間というのはそんな偉くはないんです。
[02:18:26 - 02:18:28] 動物よりいかなんですよ。
[02:18:28 - 02:18:32] 食べるものなくて借金ついて生きていられない状態になるのは、
[02:18:32 - 02:18:34] ただ人間だけだから。
[02:18:34 - 02:18:38] ちゃんと餌を何とかして探すことは動物は知ってるし、
[02:18:38 - 02:18:41] ですからこの、生きることが一番大事なんですよ。
[02:18:41 - 02:18:43] ですから、まあ借金は何ですか、
[02:18:43 - 02:18:47] それはもう、徐々に返しましょうと返すものである。
[02:18:47 - 02:18:50] 例えば、何儲けと言うのは差別で、
[02:18:50 - 02:18:52] 自分で何も収入ないのならば、
[02:18:52 - 02:18:54] もう返せないでしょう。
[02:18:54 - 02:18:56] ですからそれに困ったってもね、
[02:18:56 - 02:18:59] あなたこれだとかね、何もいかないんですよ。
[02:18:59 - 02:19:01] だからとにかく心頑張り育ちになったら、
[02:19:01 - 02:19:03] それで人生はおしまいなんです。
[02:19:03 - 02:19:05] 何やったってもそれはもう、
[02:19:05 - 02:19:07] 結局最後にこなせるんだと。
[02:19:07 - 02:19:09] それほどもちもんじゃない、
[02:19:09 - 02:19:11] ためになるものでないんだと。
[02:19:11 - 02:19:15] 教育も、健康も、体力も、知識も、
[02:19:15 - 02:19:19] もう、財産も、何も、子どもたんも、みんな、
[02:19:19 - 02:19:21] 結局、ためになりますよ、
[02:19:21 - 02:19:23] ためにならないんだと思って、
[02:19:23 - 02:19:25] もうそう一方の感触は、
[02:19:25 - 02:19:27] 明るく生活することなんですよ。
[02:19:27 - 02:19:29] ですからそういうふうに、
[02:19:29 - 02:19:32] ちゃんと幸運を起こさなくちゃいけないんです。
[02:19:32 - 02:19:33] まあその場合は、
[02:19:33 - 02:19:35] それは飲みに行かなければ何も意味がないんだけど、
[02:19:35 - 02:19:37] まあお子様にもいいんだから、
[02:19:37 - 02:19:39] お子様にも教えてあげてください、
[02:19:40 - 02:19:43] 人生はそんな借金したって何ですか?
[02:19:43 - 02:19:46] 自分は全部失敗したって何ですか?
[02:19:46 - 02:19:50] 全部破産したって何かどうなの?
[02:19:50 - 02:19:52] でもあんた生きてることはない。
[02:19:52 - 02:19:55] 生きてることはもっと大事ですよ。
[02:19:55 - 02:19:56] だからまあ、
[02:19:56 - 02:19:58] 元気で健康的で頑張ったから、
[02:19:58 - 02:20:00] 生きていきましょう。
[02:20:00 - 02:20:07] このようなことを教えてあげてください。
[02:20:07 - 02:20:13] 時間ちょっとあるんですが、また他のお答えをしましょう。
[02:20:13 - 02:20:20] これはね、あらがらで実例不意ですけれども、
[02:20:21 - 02:20:26] 実は私も50年になりますね。
[02:20:26 - 02:20:31] 海国人で台湾の方へ帰って行ったんです。
[02:20:31 - 02:20:34] 後でゆっくり行ってみます。
[02:20:34 - 02:20:36] 知ってますか。
[02:20:36 - 02:20:39] この50歳のことを聞いてあげると。
[02:20:39 - 02:20:43] すみません。また後でゆっくり行きますから。
[02:20:43 - 02:20:47] ちょっと時間があるんですが。
[02:20:47 - 02:20:51] 他にいらっしゃいますか。
[02:20:51 - 02:20:54] はい、どうぞ。
[02:20:54 - 02:20:59] 他に質問いろいろありますか。
[02:20:59 - 02:21:02] 後でゆっくり行きますから。
[02:21:02 - 02:21:05] 聞いてください。
[02:21:05 - 02:21:07] いいですか。
[02:21:07 - 02:21:16] ちょっと長く、過去のことを話しますと長くなるんですけど、今も。
[02:21:17 - 02:21:30] 今も全く楽しみというか、希望がなくて、ただの鬱になって、
[02:21:30 - 02:21:37] というのも、主人が亡くなりましてから、息子二人もだんだんに、
[02:21:37 - 02:21:41] その都度正義を持ってやってきたつもりなんですが、
[02:21:41 - 02:21:46] もともと私に反抗しまして、口も聞かないような状態で、
[02:21:46 - 02:21:51] ですからちょっと人間不審みたいになりまして、
[02:21:51 - 02:21:58] 体も時々動けないようになってしまって、
[02:21:58 - 02:22:02] 実際に貧血もしますし、血圧も下がってるんですから、
[02:22:03 - 02:22:11] なんとか力をいただいて、上向きに生きる方法がないかなと思って。
[02:22:11 - 02:22:16] その場合は私は、原理はお奥様の方だと思いますね。
[02:22:16 - 02:22:20] だから子どもたちは口も聞かないといけないならば、すごくいいんですよ。
[02:22:20 - 02:22:25] そういうときは、ちゃんと向こう側は一人で頑張ってるんだから、
[02:22:25 - 02:22:29] それはお母さんらしい仕事なんですよ。
[02:22:29 - 02:22:34] 子どもたちは自分と口も聞かない、それでも元気だと。
[02:22:34 - 02:22:38] よく自分が子育てをしましたと。
[02:22:38 - 02:22:42] きちんと向こう側が親離れをしましたと。
[02:22:42 - 02:22:46] だからお奥様はちゃんと自分の仕事を果たしてるんですね。
[02:22:46 - 02:22:50] これならば自分のことを知る時期なんですね。
[02:22:50 - 02:22:55] じゃあ子ども、ちょっとどう考えても正しくない方法を。
[02:22:55 - 02:22:57] 関係ない、関係ない。
[02:22:58 - 02:23:05] 自己主義で、兄弟とも一人は外国人と言いますけれども、
[02:23:05 - 02:23:08] 自分のことしか考えないという。
[02:23:08 - 02:23:13] それでいいと思えたんですよ。
[02:23:13 - 02:23:16] それでそこでいいんですよ。
[02:23:16 - 02:23:19] いっそでもお母さんに話しかけたり電話かけたり、
[02:23:19 - 02:23:21] そういう面倒。
[02:23:21 - 02:23:24] それはお母さんとして気持ちはいいんだけど、
[02:23:24 - 02:23:29] それ向こう側は精神的に安定していないということなんですよ。
[02:23:29 - 02:23:33] 5年6年経ってもお母さんに手紙一つも出さないならば、
[02:23:33 - 02:23:36] もう立派なんですよ。
[02:23:36 - 02:23:39] なさなれば、私もそうなんですよ。
[02:23:39 - 02:23:43] 私は14歳で処刑してた時、処刑するために家に出た時は、
[02:23:43 - 02:23:47] 母が、両親、みんな先生に反対してたんです。
[02:23:47 - 02:23:50] すごく私はもう村中遊び回ってたんだから、
[02:23:50 - 02:23:55] みんな私は消えるのはなかなかおいしかったみたいですね。
[02:23:55 - 02:24:00] そこで母が、お前はそんなに生きたければいいっても、
[02:24:00 - 02:24:03] たまに手紙でも書いてくれと。
[02:24:03 - 02:24:05] 僕は、はい、わかりましたと。
[02:24:05 - 02:24:08] でも14歳でもすごい自律していて、
[02:24:08 - 02:24:13] 一つも手紙書いたことないんですよ、母に。
[02:24:13 - 02:24:16] そこで今50歳です、僕は。
[02:24:16 - 02:24:19] 母はもう亡くなったんだけど、
[02:24:19 - 02:24:22] 一度も手紙書いたことがないんです。
[02:24:22 - 02:24:25] それで母が困っていただいて、困っていただけでもないし、
[02:24:25 - 02:24:28] 私は元気で頑張っているとわかって、
[02:24:28 - 02:24:31] 仏教になったのは母のせいだから、また小さい頃から、
[02:24:31 - 02:24:35] そういう無情の話やら、そんなことばっかり言って、
[02:24:35 - 02:24:38] 家出することになっちゃったんだけど。
[02:24:38 - 02:24:43] で、私はすごくお坊さんでもいっぱい頑張っているよとわかったら、
[02:24:43 - 02:24:46] 母が、ああ、私は頑張っているんだと。
[02:24:46 - 02:24:48] それで喜んでいましたし、
[02:24:48 - 02:24:51] そこで母が病気になって、がんになったんだけど、
[02:24:51 - 02:24:54] そうやって私は息子と一気に交渉していたっても、
[02:24:54 - 02:24:57] 息子の責任果たさなければいけないと。
[02:24:57 - 02:25:00] いって、他の兄弟と一緒になっても一緒っていうね、
[02:25:00 - 02:25:02] そういう面倒を見てあげたり。
[02:25:02 - 02:25:05] だからご自分、母が亡くなったし、
[02:25:05 - 02:25:08] 正式やら、そういう法事やら、
[02:25:08 - 02:25:11] 全部もう精一杯にしてあげていましたし。
[02:25:11 - 02:25:15] ですからこの、一般の育て方っていうのは、
[02:25:15 - 02:25:17] 手紙ひとつも書けないならば、
[02:25:17 - 02:25:22] まあ、それでも完璧ですよ。
[02:25:22 - 02:25:29] つい隣の、すぐ敷地内にいて、
[02:25:29 - 02:25:31] 一言も口も聞きなさい。
[02:25:31 - 02:25:34] 大丈夫です。大丈夫です。
[02:25:34 - 02:25:36] もうこちらは。
[02:25:36 - 02:25:38] で、心配しているのは、
[02:25:38 - 02:25:40] うち聞いておいしいとか面倒でて、
[02:25:40 - 02:25:42] それは心配だけど、
[02:25:42 - 02:25:44] 親子関係っていうのは切れないんだから。
[02:25:44 - 02:25:46] 皆さんそうおっしゃるんですけれども。
[02:25:46 - 02:25:48] 向こう側が喋れないのは、
[02:25:48 - 02:25:51] もう喋らなくなっても平気だと思っているんだからなんです。
[02:25:51 - 02:25:53] もし他人だったら、
[02:25:53 - 02:25:55] すぐ何かおにゃくで持ってきて、
[02:25:55 - 02:25:57] すいませんでしたと謝っちゃいます。
[02:25:57 - 02:25:59] それは他人のことなんですよ。
[02:25:59 - 02:26:02] 親子はそんなことしません。
[02:26:02 - 02:26:05] だからそれはおいしいと願う、
[02:26:05 - 02:26:08] お母さんの心が直すべきなんです。
[02:26:09 - 02:26:13] 体がどんどん悪くなる。
[02:26:13 - 02:26:17] そこは心が悪いんだから。
[02:26:17 - 02:26:20] だから子どもに支えておいしいと。
[02:26:20 - 02:26:24] 子どもから精神的な栄養を欲しがっているんですね。
[02:26:24 - 02:26:26] それは子どもに対して失礼なんですよ。
[02:26:26 - 02:26:28] そうですか。
[02:26:28 - 02:26:30] じゃあこのままで。
[02:26:30 - 02:26:32] このまま自分の人生を。
[02:26:32 - 02:26:36] 明るくと思うんですけれども、
[02:26:36 - 02:26:38] もう動けなくなってしまう。
[02:26:38 - 02:26:40] もう明るくすれば、
[02:26:40 - 02:26:43] もうすぐそんなことは治りますよ。
[02:26:43 - 02:26:45] だからとにかく子どもに対する
[02:26:45 - 02:26:49] 接着はもう全部捨てるところなんです。
[02:26:49 - 02:26:51] それがある限りは、
[02:26:51 - 02:26:54] さらに自分がすごく非道具に遭うんです。
[02:26:54 - 02:26:57] それは母の育てたところなんですよ。
[02:26:57 - 02:26:59] だからそれは、
[02:26:59 - 02:27:03] 女装で生まれるのも一つの体層ですから、
[02:27:03 - 02:27:06] それは自分で乗り換えなきゃいけないんです。
[02:27:06 - 02:27:08] 男で育てても子どもがこっちに行かないところは
[02:27:08 - 02:27:10] ちょっと辛いんですけどね。
[02:27:10 - 02:27:13] でもやっぱり頑張っちゃうんですね。
[02:27:13 - 02:27:15] 男は子どもを褒めませんだから、
[02:27:15 - 02:27:18] なんとか頑張れますけどね。
[02:27:18 - 02:27:21] でも心の中が痛いんですよ。
[02:27:21 - 02:27:23] それはもう。
[02:27:23 - 02:27:28] 亡くなった父も亡くなく生きましたから、
[02:27:28 - 02:27:30] お父が生きてくれたから、
[02:27:31 - 02:27:33] だから私に聞くよりは、
[02:27:33 - 02:27:36] 子どもさんはもう成功していると。
[02:27:36 - 02:27:38] 人生としては。
[02:27:38 - 02:27:40] 育ちしているんだからね。
[02:27:40 - 02:27:43] 独りしているんだからね。
[02:27:43 - 02:27:46] お母さんの方が、
[02:27:46 - 02:27:48] なんとなくこれから人生は
[02:27:48 - 02:27:51] 崩落しているのではないかと。
[02:27:51 - 02:27:55] だから一部自分がもういいことをしましたからね。
[02:27:56 - 02:27:59] 自分が悪かったからそうなったのかという
[02:27:59 - 02:28:02] 請求もありますし、
[02:28:02 - 02:28:05] どうしていいかわからなくて。
[02:28:05 - 02:28:07] そんなことはないんです。
[02:28:07 - 02:28:09] よく覚えていてください。
[02:28:09 - 02:28:10] こっちに行かないとは、
[02:28:10 - 02:28:13] もうちゃんと育てたんだと。
[02:28:13 - 02:28:16] それはちゃんと育てた結果なんですよ。
[02:28:16 - 02:28:17] 向こう側にはもう
[02:28:17 - 02:28:22] 喧嘩する自信があるんだから、お母さんと。
[02:28:22 - 02:28:24] こっちに行かないといいんだと。
[02:28:24 - 02:28:28] ただ欲を突っ張って口を聞かないものですから。
[02:28:28 - 02:28:31] そういう子はいくらでも分かりますけど、
[02:28:31 - 02:28:35] そんなことは安心で。
[02:28:35 - 02:28:38] 兄がいますけれども、
[02:28:38 - 02:28:41] 自分が長男と同じ年だから、
[02:28:41 - 02:28:44] ちょっと一時帰ってきた時があったんですけど、
[02:28:44 - 02:28:46] 兄が喧嘩をして、
[02:28:46 - 02:28:49] 本当につらかったんですね。
[02:28:49 - 02:28:55] だから自分が親子の縁をちゃんとカットして、
[02:28:55 - 02:28:59] 自分の人生を見たほうがいいです。
[02:28:59 - 02:29:01] だから最後の人生というのは
[02:29:01 - 02:29:03] 自分のために使わなければ
[02:29:03 - 02:29:05] もう大損なんです。
[02:29:05 - 02:29:07] そうと思いますけれども、
[02:29:07 - 02:29:09] 理屈ともかくとして
[02:29:09 - 02:29:12] もう本当に弱っていくので、
[02:29:12 - 02:29:15] なんとか丈夫に生きていますか。
[02:29:15 - 02:29:18] だから自分に言ってあげてください。
[02:29:18 - 02:29:23] 自分が十分母の責任を果たして終わりますか。
[02:29:23 - 02:29:25] 仕事は終了しますか。
[02:29:25 - 02:29:27] もう終わりだと。
[02:29:27 - 02:29:29] 向こうはもう他人だと。
[02:29:29 - 02:29:31] 向こうは向こうの人生、
[02:29:31 - 02:29:33] 向こうで結婚して子ども育って、
[02:29:33 - 02:29:36] 同じことをもう繰り返してやってますから。
[02:29:36 - 02:29:40] 自分がもうあの世のために悪く悪く言えば、
[02:29:40 - 02:29:43] もう逃亡する時期なんですよ。
[02:29:43 - 02:29:46] ですから新しい境を作って、
[02:29:46 - 02:29:50] そういう精神的なことに頑張ったほうが、
[02:29:50 - 02:29:52] チャレンジしたほうがいいんです。
[02:29:52 - 02:29:54] たまに瞑想をせたりとかね、
[02:29:54 - 02:29:57] たまにではなくて毎日瞑想をせたりとかね、
[02:29:57 - 02:30:00] 特に自費の瞑想をせたりとかね。
[02:30:00 - 02:30:05] そういうふうに、理論、瞑想をもとすきさんからでも教えてもらってください。
[02:30:05 - 02:30:09] それをすると、もうだいたい毎日毎日明るくなってくるんです。
[02:30:09 - 02:30:12] どうもありがとうございました。
[02:30:12 - 02:30:17] すいません、ちょっと時間になりましたもんですから。
[02:30:30 - 02:30:36] それでは、時間になりましたもんですが、最後先生から皆さんで今、
[02:30:36 - 02:30:43] 今日の講義会のことですから、天秤という地球の言葉をやっていただきますので、合唱していただきます。
[02:31:00 - 02:31:02] ご視聴ありがとうございました。
