[00:00:30 - 00:10:08] 今日、テーマがいろんなことを、たくさんいろんなことをしゃべらなくちゃいけないんですから、何も前置きなしに、いきなり私のテーマに沿ってしゃべりたいと思っています。「心と病気の関係」というテーマでございますが、鈴木さんが大変優しい、簡単な話だと思っているようですけど、もし話になると、大変とんでもない難しい話になる可能性はあるんです。それを恐れていろいろ考えていましたけど、なかなか解決策を見つけられなかったんです。一応、私が思ったのは、何か病気の人々を集めて、病院みたいに治療みたいなものをしゃべるということではないんです。それよりは、この病気を治して健康な体を作る、この噂ですか、実相ですか、それを何か専門的に、プロに話してあげたかったんです。ということは、私の話を聞いて、自分で実践してみて、いくらか健康な体を作られればいい、という立場で話をしたいと思っていたんです。とにかく、よく聞いてください。何とかなるんじゃないかなと思います。特に日本で、アメリカとかそういう二つの国でも、また他の国でもその影響で、「宗教というのは何かヒーリング、ヒーリングというのは癒やすですか、そんな仕事をやっていることだ」と思っているんですね。僕らはものすごくそれをいやらしく感じるんですよ。「何とか宗教からいろいろ病気を治してくれたんだ。がんを治してくれたんだ」という、ものすごく、仏教の者はそれは「すごくいやらしい宗教だな」と思うようなものなんですね。何とかして人の病気を治したということは。ですから、それをまず覚えていてください。何とか何とかして、何とかお祈りして、何とか処分をして、その人の病気を治しましたと。そういうのは、それほど高次元的なものではないんです。なぜならば、そんなに病気を治した形跡はどこにもないんですよ。宗教であろうが、どんな何か神秘的な手柄であろうが、もしそういう神秘的な、すごい巨大な力があって人の病気を治したならば、世の中にはもう病気は全部消えているはずなんですね。ですから、宗教が一生懸命病気を治すし、でもそれを信じている人々は一生懸命病気になったりするし、キリがないんです。ですから、その方法は我々には断っているので、お釈迦様は禁じられているんです。「人の病気を治すとか、そういう行動はやめなさい」と。お釈迦様の言葉から言うならば、それは邪な生き方なんです。ですから、僕はすごく心配しながら話さなくちゃいけないんです。もっとレベル高く、高度なレベルで、この心・体・病気、そういうものはどういうものかと理解していただければ、病気を治してもらうよりもっといいことになるかもしれません。じゃあ話に入りますけど、わからないかもしれません。だけどこれは聞いて覚えておいてください。我々の体というものは、心が優るんです。心というのは魂ではないんです。何かエネルギーなんです。精神的なエネルギーなんです。この精神的なエネルギーというものが、この肉体的な体を作っているんです。それで、皆様方よく聞いていらっしゃるんですね、占いしてるんですね。手相占い、人相占いとかね。それから、書いたものを見て占ったりするとか。そういうのはもう完全に嘘ではないんだけど、結構当たるんですよ。手相なんかインチキな人ではなくて、お金ではなくて趣味でやってる人から読んでもらったら、結構当たるんです。お金取って読む人は全部嘘を言っていますけど。そこで、人相占いであろうが、他の占いであろうが、いろんな人の顔を見て、歩き方を見て、しゃべり方を見て、声を聞いて、いろいろ占ってもらうと、結構当たるんではないかなと、そういう経験皆様にあると思います。でも当たらないのは、それは商売にしている時なんです。それで食べてると当たらないんです。本人の商売だから、何とかして人の機嫌を取ろうとしてるんですね。ですから、ものすごい嘘を言うんです。趣味で、冗談で、遊びでやってる人は、人が傷つこうが泣こうがそれに構わず、言いたいものを言っちゃいますから、本当のことを言っちゃうんです。それで私は言うのは、「何で手相を見て人の性格わかりますか？　何で人相を見て人の運命やらこれから何か悪いことになる、出会うならば、そんなこと何でわかりますか？」と。それわかるのは、その体が、私の心が作っているんだから、心の状態、性格、私の生き方、体にちゃんと映してるんです。ですから、そういうのは、いくらか当たるんです。だけど、仏教ではそんなものは信じるなと。手相やら人相やら、それから星占いとか、そんなものは全部ゴミ箱にポイ捨てしなさいと。「そんな何の意味もないんだ」と。僕も結構いろんな人に僕の手を読んでもらったことがあるんです。遊びでお金払ってないんです。そこでいろいろ言うんですけど、結局言ってること、私は知ってるんです。「あなたはこういうこういうではないか、こういうこういうではないか」と。「まあそうでしょう」と。私が知ってます。そんなことは自分知ってることは、人に聞いてもらったって別に何が面白いかわからないんです。で、私はチャレンジするのは、「じゃあできれば私が知らないことを言ってください」。それは言えないんですね。手相見ても、人相見たっても。ですから、この体は心が作るものだから、我々の顔を見たら、大体わかるんですよ、どんな人間かと。で、皆様もそうでしょうね。ちょっとすごい仕事でストレス溜まっちゃうと、まあ胃やら腸やら全部もうダメになっちゃうし、もう髪の毛はすごく早く白くなってしまっちゃうし、すごく年取ってしまっちゃうし。ですから、この、例えば二十歳なのに三十代ぐらいの顔を持っていると、当然わかりますね。「この人はえらい心で悩んでるんだ」と。いろんな問題でもう悩んでるっていうこと、よくわかるんですね。例えば七十歳になったおばあちゃんであれば、すごく可愛くて、もう若々しくいるならば、ものすごい精神的にストレス何もなく、まあ元気で健康的でいるということなんですね。ですから、もし病気になりたくなければ、健康な心を作ることなんです。それで、お釈迦様は健康な心を作る方法を教えているんです。しっかりした、どんなものにも怖がらない、どんなものに対しても不満が出てこない、しっかりした心を作る方法を教えてくれるんです。それ実践すれば、もう病気なんかこれは消えていくだろうと。なぜならば、心が体を作りますから。

[00:10:08 - 00:10:17] その心がしっかりしている心であるならば、体も適当に治っていくんです。
[01:55:31 - 01:55:40] 業だけは、業論というのは、人間には考えたっても頭が狂うほど難しいんだと、お釈迦様も言っているんです。

[01:55:40 - 01:55:44] これは人間には、もう考えて考えきれないんだと。

[01:55:44 - 01:55:49] ですから我々は、そういうのは無理ですね、理解するのは。

[01:55:49 - 01:55:53] そうすると無明が深いわけですね。

[01:55:54 - 01:55:59] 無明というのは、自分たちが偉いと思っていることなんです。

[01:55:59 - 01:56:01] それは動物さえ思っていますよ。

[01:56:01 - 01:56:09] 我々が飼っている猫、犬であろうが、自分こそ世界唯一偉いんだと思っているわけですね。

[01:56:09 - 01:56:15] 我々からは、ただ飼っているペットだけなんですけど、ペットはそう思っていないんです。

[01:56:15 - 01:56:34] ですからそれはペットはしょうがないんだけど、我々は、我々も聞いてあげますけど、私たちは自分で、この「自分だけこそ偉い」という概念を忘れれば、もうそこで病気もないし、他の精神的な苦しみも全部消えていくんです。

[01:56:41 - 02:00:07] そうやって観察すると、どんどんね、「人間は誰でも完璧ではないんだ」「私も完璧ではないんだ」と。まあ不完全で間違いだらけですよと。だから精一杯努力はしていますと。その精一杯は完璧ではないんだとね。だから料理失敗してたっても、「私は精一杯で作りましたよ」と言うと、向こう側が分かりますよ。だからたまに子どもたち、母の絵とか描こうとか描いてくれるでしょ。それ、別にきれいに描いてくれるわけじゃないんだけど、でも私たちは喜ぶでしょうね。幼稚園の子どもたちはお母さんとかお父さんとか、お化けなんだよ、描くのは。結局そう、お化けを描いてくれて、「これお母さんだ」と描いてくれたっても、私たちは決してそれに腹は立てませんね。「よく頑張りました。きれいですね。似ている、似ている」とかね、言って褒めてあげるんですね。ですからそれは、人の精一杯の努力は世界はちゃんと認める。でも、その子どもでも「これこそ世界で、学校でみんなの絵よりこの絵、私の絵はきれいです」と言ったら、問題なんです。私の友達の子どもが日本にいたときは、アメリカのスクールに行っていたんですね。そこで一年の「お祝い」みたいなものがありますから、それでバレエダンスをしたんです。それでこのバレエダンスの踊りにこの子を選ばれて、みんな踊っているんですね。とにかくそのちっちゃな子がすごく目立ちたがるんですよ。目立ちたがって、いろいろ他の子どもたちに文句言うんですね。「あなたのこの踊り、ちょっと間違ってるよ」「ああだこうだ」とかね。それでお父さん、その場へ連れて行ったんですね。それで行ったら、ちょっと自分の子どもが目立ちたがりたくて、他の子どもたちにいろいろ「あっち悪い、間違った、こっち間違った」とか言うのを見て、すごく気持ち悪かったんですね。お父さんすごい頭のいい人なんです。気持ち悪かったんだけど、どうしようもないので、言えないし。いたら先生にもこの子は言ったんですね。言ったら先生は “Then you show how to do it properly” と子どもに聞いたみたいですね。「じゃあ間違っているならば、あなた見せてください。正しい踊り方」と言ったところで、子どもはもうびっくりして、もう後ろに下がったんですね。だからそれは先生もすごく頭がいいんですね。「もういい加減にしなさい」と言わないで、「人は間違っていると思うならば、自分でやって見せなさい。正しいやり方」と言うと、自分も本人も同じ子どもだから、できるわけないでしょうね。そうすると他の子どもは必ず「これ間違っている」と言いますからね。そこで本人が「やっぱり、そんな人のいちいち間違っているところで言うんじゃないんだ。自分も完璧ではないから」と、それを理解したんです。小さい時はものすごい暴れ回っていた子でしたけど、どんどん大きくなっても、素晴らしい人間に変わったんです。とにかく両親もそれなりにものすごくしっかりしていますし、いい先生にも巡り合っています。

[02:00:07 - 02:00:14] ですから、この完璧ということは大変な問題なんです。

[02:00:14 - 02:00:23] 完全に私は強いと思うから、つまりはそれを認識して努力するということですか？

[02:00:23 - 02:00:25] そうですね。

[02:00:25 - 02:00:29] 自分が完全だと思い込んでいるんじゃないですか？

[02:00:29 - 02:00:31] 思い込みです。

[02:00:31 - 02:00:34] 完全というか、完全に欲が強い。

[02:00:34 - 02:00:39] 完全ではなくて、完全に欲が強いから、その落差、願望を。

[02:00:39 - 02:00:41] そうですね。

[02:00:41 - 02:00:49] だからそれも、少ない人は楽だし、大きいと、それをなくす努力はやっぱり人よりは私はしないといけない。

[02:00:49 - 02:00:51] それは結局、努力しかない。

[02:00:51 - 02:00:52] 努力しかないんです。

[02:00:52 - 02:00:53] 認識して。

[02:00:54 - 02:00:59] でもそれに努力することだけは大変大事なんですね。

[02:00:59 - 02:01:03] 完全というのは、ただの思い込みであります。

[02:01:03 - 02:01:05] 完全にはならない。

[02:01:05 - 02:01:09] 完全になるというのは、すべての者に尊重されていた人なんですよ。

[02:01:09 - 02:01:13] それは悟りの境地しかないんです。

[02:01:13 - 02:01:17] ですから悟りの境地に至るまでは不完全でありますから。

[02:01:17 - 02:01:21] ですから我々はそれを間違っちゃいますよ。

[02:01:21 - 02:01:22] それは間違っちゃいますよ。

[02:01:22 - 02:01:24] それは別にどうってこともないし。

[02:01:27 - 02:01:47] お釈迦様の言葉が一つありまして、これはこのうち関係ないんだけど、「自分が頭が悪い」と知っている人が、自分が無知であることを知っている人は、ただそれによって賢者になるんだと。

[02:01:47 - 02:01:56] 自分が物事を知っていると思う人が、愚者になるんだと。

[02:01:56 - 02:01:59] ペーリ経にあるんです。

[02:02:05 - 02:02:16] 愚者であるのに、自分が賢人だ、知識人だと思ったら、さらにバカになるんだということなんです。

[02:02:17 - 02:02:21] そういうことは自分が知っているよと思ったら、努力しないんですね。

[02:02:22 - 02:02:29] 私はあまり物事を知らないんだと、私は不完全だと思う人は、努力するんですね。

[02:02:29 - 02:02:35] 努力を積み重ねて、悟りまで進むんです。

[02:02:46 - 02:02:49] あ、ちょっと意見取れません。

[02:02:50 - 02:03:15] 人間が不完全であるというふうに思いますと、お互い悪いところもあるので、何か物事を知ることがあったり、自分が不完全であっても不完全であると思う人もいると思うんですけど、結局、憎悪や何かは今は…

[02:03:16 - 02:03:20] 消えると思いますね。かなり。

[02:03:23 - 02:03:33] だから我々、なんで夫婦喧嘩をしますかというと、やっぱり自分のことを忘れて、相手からいろんなものを要求するんですね。

[02:03:34 - 02:03:53] ですから問題になっちゃうし。だから自分が間違っているということを、不完全であることをよく認めて、素直にそれを言ってあげて、「私もそれほど完全じゃないんだよ、相手のことも」と。だからお互いに許し合うというのは、夫婦関係なんですね。

[02:04:06 - 02:04:08] 聞いてあげてください。

[02:04:08 - 02:04:10] あなたは不完全ですかと。

[02:04:13 - 02:04:15] そうですね。

[02:04:17 - 02:04:23] やっぱり相手にこう言ってほしいというか、言ってみた方がいいんですか。

[02:04:23 - 02:04:31] そうそう。夫婦で相手であればね、やっぱりそれはお互いにいい関係であるんです。

[02:04:34 - 02:04:41] 私の言うことは、不完全ということを認めます。

[02:04:41 - 02:04:43] そうでしょうね。

[02:04:45 - 02:04:56] やっぱり夫婦相手で話し合いがなくて、特に男性のほうからは、無言で、全部安定しているんですね、男性の場合はね、結婚してから。

[02:04:56 - 02:05:04] 奥さんに全部任かせて、責任を負かせて、自分がすごく自由に、のんびり、リラックスして生活できると思っちゃいます。

[02:05:04 - 02:05:17] だから、これ会社で一生懸命やられている感じだから、うちでは何か自分の居心地のいい、安定した場所にしちゃうんです。

[02:05:17 - 02:05:23] それも理想ですけど、うちの中でもそんなもんじゃない、会社と同じなんですよ。

[02:05:23 - 02:05:26] それは男性の弱いところだと思いますよ。

[02:05:26 - 02:05:34] だいたい男性というのは、ほとんどどんな世界でもね、日本だけではなくて、そういう問題があるんです。

[02:05:34 - 02:05:36] ですから。

[02:05:37 - 02:05:50] お願いしますと、正直、関連の方がいた場合には、県民で聞くのも、ちょっと、あっという間に…。

[02:05:50 - 02:05:52] ごめんなさい。

[02:05:52 - 02:05:54] ごめんなさい。

[02:05:56 - 02:05:58] あ、ごめんなさい。

[02:05:59 - 02:06:01] こっちよ。

[02:06:02 - 02:06:04] どうぞ。

[02:06:15 - 02:08:00] あの、ま、あの、夫婦が、あの、会社の中で上司に当たっちゃうかと思うんですけれど、その場合に、会社の場合ですと、この会社を去るっていうことができますけれど、夫婦の場合では、まあ、伴うっていう感じでやっていくと、しょっちゅう一緒ですから、ストレスもかなり出てくると思うんですけれども。会社の経営者が私の主人で、その右腕になっているのが私で、結婚生活でも、まあ私のほうが中になって、下になっているわけですけれども、どうしても補ってあげないとやっていかない部分があるんですけれども、そこのところは主人のほうは、勉強もしない人もいるんです。

[02:08:00 - 02:08:03] みんなそんなことですよ。

[02:08:03 - 02:08:06] 一人の家族だけではないんですよ。

[02:08:06 - 02:08:17] だいたいは、そこらへん、やっぱり女性のほうに対するのは、簡単だと思いますよね。

[02:08:17 - 02:09:22] 先ほどの、カルマを解消するのには、慈悲とか、徳を積むとか、そういう精神というか気持ちというのを持っていれば、カルマも解消できるっておっしゃったんですけれども、そういうのは聞いたことあるんですけれども。秤にかけると、同じ重さを持っているものがつり合って、縁によって結ばれちゃうってことを聞いたことあるんですけれども、そういう補うとか、私にも伝えられなくてもいいんですけれども、そうした場合に、我のカルマっていうのも解消できないのか。

[02:09:23 - 02:09:35] えー、あんまり「もう決まったのはね、なんかすごい昔から決まってる」というふうな考え方も、あまりよくない。

[02:09:35 - 02:09:45] まあ、たまたまこの、たまたまこの人生で一緒になったと思ったほうが、もっと頑張るんですよ。

[02:09:45 - 02:09:51] 昔からのカルマで決めてるようになっていくって思ったから、大体みんな頑張らないんです。

[02:09:51 - 02:09:57] そしたら、あの、「縁」というふうに考えていいですか？

[02:09:57 - 02:09:59] 縁です。

[02:09:59 - 02:10:01] いいですか。

[02:10:00 - 02:10:19] ですからこの夫婦関係、皆様に理解できるように言いますけど、例えば若い時は結婚するわけですね。それ、若い時からどんどん歳を取っていくと、我々この夫婦の間の関係を、同時に変えていってしまうんです。

[02:10:19 - 02:10:39] 片方が向上心がありまして、どんどん勉強していきまして、片方のほうがずっとそのままでいた場合に、ある程度の年数が経つと、嫌気が出ますよね。

[02:10:49 - 02:10:58] 奥さんが一生懸命信仰に関心を持つと、旦那さんが全く信仰に無関心になる。奥さんが一生懸命信仰になると、旦那さんが全く嫌だと思って逆に行っちゃうとかね。

[02:10:58 - 02:11:06] それはお互いがあまりにも信頼しているんだから、「あいつがやってるんだから、私の分まで」って思っちゃうんですよ。

[02:11:06 - 02:11:15] だからそこら辺、別に奥さんがすごい信仰になったから旦那さんが結婚するわけはありませんけど、結構する。

[02:11:15 - 02:11:29] 信じている。でも、まあ夫婦っていうのはそんなもんで、例えば奥さんが誰かの結婚式に行ったと、旦那さんが何とかごまかして、結婚式は行かないように頑張っちゃう。

[02:11:29 - 02:11:36] でも旦那さんと行かなくちゃいけない場合あるでしょ。あるんだけど、「じゃあ旦那さん行ってください」とかね。

[02:11:36 - 02:11:44] そういうのは無責任ではなくて、あまりにも相手に甘えてるんだからなんです。相手を信頼してるんだからなんです。

[02:11:44 - 02:11:49] だからそれは夫婦の間で不満になっちゃうんですね。

[02:11:49 - 02:11:59] 信頼されすぎていた時には、知らされている方は不満になるわけですよね。

[02:11:59 - 02:12:03] 話で、考え方次第ですからね。

[02:12:03 - 02:12:18] とにかく、恋人って人とはお互いに仲良い人生で、仲良いと結婚相手に世界するものですから、仲良いと同じ関係になるかもしれないんです。

[02:12:18 - 02:12:38] 夫婦の間でいろいろな夫婦がいて、旦那さんが一緒に喧嘩して、旦那さんが一緒に喧嘩してあげるとかね、そういう関係もあるんだけど、それよりは現代社会ではお互い仲良い専業でやってても同じですよ。

[02:12:38 - 02:12:42] ですから、友達だからそっちは勝手で反対。

[02:12:42 - 02:12:47] なんていう、まあ、ここを持っていくんですね。

[02:12:47 - 02:13:26] ですから、自分の考え方を自由に言ったりとかね、例えば旦那さんが全然勉強じゃないんだったら、「あなたのために勉強でもしてみたらどうですか」とかね、なんとかそういうふうにものすごく平気で言ったりとか、自分が平気で何か言ったってあまり気にしないで、例えばわがままとか言いたいことを言えるのは自分の夫婦さんしかいないし、その場合はなんとか平気で言ったりとかね、旦那さんがいくら自分に責めることを言ったっても、なんとかどうなる、自分のことをその状態で。

[02:13:26 - 02:13:30] それですごくうまくいっちゃいますよ。あまり反応しちゃいけない。

[02:13:30 - 02:13:49] 例えば旦那さんが「日本の男、みんな言ったり、日本の女性バカですよ」って言ったっても、別にそれを全く受け取らないことはなくて、それはもう「バカだからいいのではなくて、面と向かってバカと言えるのは自分の夫婦さんしかいないんですよ。女の子だから。」

[02:13:49 - 02:13:54] ですから、まあそういうふうに、よく喧嘩するのもそういうわけなんですよ。

[02:13:54 - 02:13:58] そういうふうに喧嘩するんだけど、その動きが社会にあったら喧嘩しませんから。

[02:13:58 - 02:14:01] お互いでも、すごい立派な生活をしますよ。

[02:14:01 - 02:14:05] お互いにまあ、よく言い合ったりするわけ。

[02:14:05 - 02:14:12] ですから、やっぱりわがまま言えるのも、そういうのはまあ、夫婦だったら相手だけなんですよ。

[02:14:12 - 02:14:23] ですから、あまりにも相手に自分のことを面倒見てもらうというよりは、自分と一緒に相手のことを心配して、必死で面倒見てあげようと。

[02:14:23 - 02:14:26] そういうふうに、すごくいい友達だと。

[02:14:26 - 02:14:33] お互い喋らなくても、お互いがいるだけで十分だよと。

[02:14:33 - 02:14:38] それで満足感が出なくちゃいけないんです。

[02:14:38 - 02:14:45] そういうふうに、年頃と同時に我々の考え方を変えなくちゃいけない。

[02:14:45 - 02:15:05] 例えば若い時は、男性はとにかく金儲けなくちゃいけないし、まあそれに焦っちゃうし、それで奥さんがまあそれを支えてるだけになっちゃうし、男性って別に、もう金儲けの仕事をやっちゃいますから、それでお互いに何かある意味で一緒にいるんだから、例えば友達でなければ一緒じゃなくなっちゃうんですね、一緒に。

[02:15:05 - 02:15:08] 友達にしちゃうと。

[02:15:08 - 02:15:24] で、まあ自分がやってることに同意で引っ張ったりとか、「僕がやってることに自分の」、僕は嫌われてなければ参加したりとか、そういうようなところで考えをすることは、夫婦と同じ関係することになりますから。

[02:15:26 - 02:17:41] あの、仲間で、あの、学年の時に、あの、社金でやって、あの、機械とか建物とか扱ってきて、あの、その、まあ大きい企業の下で、下請けさんとしてやってたんですけれども、あの、それがあの、工場が海外へ出ていくようになりまして、仕事が来なくなって、倒産だ、などこういうことになって、そしてあの、息子さんも同じ会社でやってたんですけれども、あの、社長で積極的な経営をした元社長というのは、あの、社長のポストから降りて、あの、息子さんの代に変わったわけですけれども、その元の社長さんというのが、あの、自分のポジションというのがなくなって、あの、そしてアイデンティティというものもなくなってしまって、あの、事業が縮小になって、そしてあの、なんていうんですか、あの、もう考えることもなくなって、本ばっかり読んでいたりとか、釣りばっかり行ったりっていうのが半年ぐらい続いたんですけれども、あの、その後あっても、あの、とてもあの、積極的な沈んだ人間になってしまったんですけれども、そういう人を立ち上がらせるには、あの、心から、心というか精神の力を奮い起こさなければ、あの、体もガタガタになって、自律神経失調とか高血圧だとかになっちゃったんですけれども、心が起き上がらないうちは体のほうがついていかないと思うんですけれども、どういうふうなことを、あの、助言してあげたらいいでしょうか。

[02:17:41 - 02:18:00] だから、今日の話に大体そういう答えがあったと思うんですけど、何やったっても結局そんなもんですから、お金は人生にはないし、地位も人生にはないし、我々は、お金があること、すごい事業があることがもう人生だと思っても、それは大間違いなんです。

[02:18:00 - 02:18:08] 人間は裸に生まれて、裸に死んでしまっちゃうし、ですから正しく生きることが一番大事なんです。

[02:18:08 - 02:18:11] 生きる術を学んでないんです。

[02:18:11 - 02:18:16] 金儲けることは知ってるんだけど、そんなものはもう別に大したことないんですよ。

[02:18:16 - 02:18:22] 動物でも金は儲かりませんけど、ちゃんと仕事をして、ちゃんと食べているんだからね。

[02:18:22 - 02:18:24] 死ぬまで何も問題ない。

[02:18:24 - 02:18:26] ですから、人間というのはそんな偉くはないんです。

[02:18:26 - 02:18:28] 動物より以下なんですよ。

[02:18:28 - 02:18:34] 食べるものなくて借金ついて、生きていられない状態になるのは、ただ人間だけだから。

[02:18:34 - 02:18:41] ちゃんと餌を何とかして探すことは動物は知ってるし、ですからこの、生きることが一番大事なんですよ。

[02:18:41 - 02:18:47] ですから、まあ借金は何ですか、それはもう徐々に返しましょうと、返すものである。

[02:18:47 - 02:18:54] 例えば、何儲けというのは差別で、自分で何も収入ないのならば、もう返せないでしょう。

[02:18:54 - 02:18:59] ですからそれに困ったってもね、「あなた、困れ」とかね、何もいかないんですよ。

[02:18:59 - 02:19:03] だから、とにかく心が頑固に育っちゃったら、それで人生はおしまいなんです。

[02:19:03 - 02:19:07] 何やったっても、それはもう結局最後に壊せるんだと。

[02:19:07 - 02:19:11] それほど持ち物じゃない、ためになるものでないんだと。

[02:19:11 - 02:19:27] 教育も、健康も、体力も、知識も、もう財産も、何も、子どもさんも、みんな結局ためになりませんよ。ためにならないんだと思って、もうそういう方向の感触で、明るく生活することなんですよ。

[02:19:27 - 02:19:32] ですから、そういうふうに、ちゃんと幸運を起こさなくちゃいけないんです。

[02:19:32 - 02:19:43] まあその場合は、それは飲みに行かなければ何も意味がないんだけど、まあお子さんにもいいんだから、お子さんにも教えてあげてください。「人生は、そんな借金したって何ですか。」

[02:19:43 - 02:19:46] 「自分は全部失敗したって何ですか。」

[02:19:46 - 02:19:50] 「全部破産したって、何かどうなの。」

[02:19:50 - 02:19:52] でも、あんた生きてることはない。

[02:19:52 - 02:19:55] 生きてることはもっと大事ですよ。

[02:19:55 - 02:20:00] だからまあ、元気で健康的で頑張ってから、生きていきましょう。

[02:20:00 - 02:20:07] そのようなことを教えてあげてください。

[02:20:07 - 02:20:13] 時間ちょっとあるんですが、また他のお答えをしましょう。

[02:20:13 - 02:20:26] これはね、あらあらで実例不足ですけれども、実は私も50年になりますね。

[02:20:26 - 02:20:31] 外国人で、スリランカの方へ帰って行ったんです。

[02:20:31 - 02:20:34] 後でゆっくり行ってみます。

[02:20:34 - 02:20:36] 知ってますか。

[02:20:36 - 02:20:39] この50年のことを聞いてあげると、

[02:20:39 - 02:20:43] すみません、また後でゆっくり話しますから。

[02:20:43 - 02:20:47] ちょっと時間があるんですが。

[02:20:47 - 02:20:51] 他にいらっしゃいますか。

[02:20:51 - 02:20:54] はい、どうぞ。

[02:20:54 - 02:20:59] 他に質問、いろいろありますか。

[02:20:59 - 02:21:02] 後でゆっくり行きますから。

[02:21:02 - 02:21:05] 聞いてください。

[02:21:05 - 02:21:07] いいですか。

[02:21:07 - 02:21:16] ちょっと長く、過去のことを話しますと長くなるんですけど、今も、

[02:21:17 - 02:22:11] 今も全く楽しみというか希望がなくて、ただの鬱になって、というのも、主人が亡くなりましてから、息子二人もだんだんに、その都度正義を持ってやってきたつもりなんですが、もともと私に反抗しまして、口もきかないような状態で、ですからちょっと人間不信みたいになりまして、体も時々動けないようになってしまって、実際に貧血もしますし、血圧も下がってるんですから、なんとか力をいただいて、上向きに生きる方法がないかなと思って。

[02:22:11 - 02:22:16] その場合は私は、原因は奥様の方だと思いますね。

[02:22:16 - 02:22:20] だから子どもたちは口もきかないでいるならば、すごくいいんですよ。

[02:22:20 - 02:22:29] そういうときは、ちゃんと向こう側は一人で頑張ってるんだから、それはお母さんらしい仕事なんですよ。

[02:22:29 - 02:22:34] 子どもたちは自分と口もきかない、それでも元気だと。

[02:22:34 - 02:22:38] よく自分が子育てをしましたと。

[02:22:38 - 02:22:42] きちんと向こう側が親離れをしましたと。

[02:22:42 - 02:22:46] だから奥様はちゃんと自分の仕事を果たしてるんですね。

[02:22:46 - 02:22:50] これならば自分のことをする時期なんですね。

[02:22:50 - 02:22:55] じゃあ子ども、ちょっとどう考えても正しくない方法を…

[02:22:55 - 02:22:57] 関係ない、関係ない。

[02:22:58 - 02:23:08] 自己主義で、兄弟とも一人は外国人と言いますけれども、自分のことしか考えないという。

[02:23:08 - 02:23:13] それでいいと思わないといけないんですよ。

[02:23:13 - 02:23:16] それで、そこでいいんですよ。

[02:23:16 - 02:23:21] 一層でもお母さんに話しかけたり電話かけたり、そういう面倒…

[02:23:21 - 02:23:29] それはお母さんとして気持ちはいいんだけど、それ、向こう側は精神的に安定していないということなんですよ。

[02:23:29 - 02:23:36] 5年6年経ってもお母さんに手紙ひとつも出さないならば、もう立派なんですよ。

[02:23:36 - 02:23:39] なさなれば、私もそうなんですよ。

[02:23:39 - 02:23:47] 私は14歳で出家した時、出家するために家を出た時は、母が、両親、みんな先生に反対してたんです。

[02:23:47 - 02:23:55] すごく私はもう村中遊び回ってたんだから、みんな私は消えるのはなかなかうれしかったみたいですね。

[02:23:55 - 02:24:03] そこで母が、「お前はそんなに行きたければ行っても、たまに手紙でも書いてくれ」と。

[02:24:03 - 02:24:05] 僕は「はい、わかりました」と。

[02:24:05 - 02:24:13] でも14歳でもすごい自律していて、一つも手紙書いたことないんですよ、母に。

[02:24:13 - 02:24:16] そこで今50歳です、僕は。

[02:24:16 - 02:24:22] 母はもう亡くなったんだけど、一度も手紙書いたことがないんです。

[02:24:22 - 02:24:38] それで母が困っていたわけでもないし、私は元気で頑張っているとわかって、仏教になったのは母のせいだから、また小さい頃から、そういう無常の話やら、そんなことばっかり言って、家出することになっちゃったんだけど。

[02:24:38 - 02:24:46] で、私はすごくお坊さんでもいっぱい頑張っているよとわかったら、母が「ああ、私は頑張っているんだ」と。

[02:24:46 - 02:24:57] それで喜んでいましたし、そこで母が病気になって、がんになったんだけど、そうやって私は息子としてちゃんと交渉していたっても、息子の責任果たさなければいけないと。

[02:24:57 - 02:25:02] 行って、他の兄弟と一緒になっても一緒にね、そういう面倒を見てあげたり。

[02:25:02 - 02:25:11] だからご自分、母が亡くなったし、葬式やら、そういう法事やら、全部もう精一杯にしてあげていましたし。

[02:25:11 - 02:25:22] ですからこの、一般の育て方っていうのは、手紙ひとつも書けないならば、まあ、それでも完璧ですよ。

[02:25:22 - 02:25:31] つい隣の、すぐ敷地内にいて、一言も口もききなさい。

[02:25:31 - 02:25:34] 大丈夫です。大丈夫です。

[02:25:34 - 02:25:36] もうこちらは。

[02:25:36 - 02:25:44] で、心配しているのは、うち聞いておいしいとか面倒見てて、それは心配だけど、親子関係っていうのは切れないんだから。

[02:25:44 - 02:25:46] 皆さんそうおっしゃるんですけれども。

[02:25:46 - 02:25:51] 向こう側が喋れないのは、もう喋らなくなっても平気だと思っているからなんです。

[02:25:51 - 02:25:57] もし他人だったら、すぐ何かお土産でも持ってきて、「すいませんでした」と謝っちゃいます。

[02:25:57 - 02:25:59] それは他人のことなんですよ。

[02:25:59 - 02:26:02] 親子はそんなことしません。

[02:26:02 - 02:26:08] だからそれは、「おいで」と願うお母さんの心が、直すべきなんです。

[02:26:09 - 02:26:13] 体がどんどん悪くなる。

[02:26:13 - 02:26:17] そこは、心が悪いんだから。

[02:26:17 - 02:26:20] だから子どもに縋って、「おいで」と。

[02:26:20 - 02:26:24] 子どもから精神的な栄養を欲しがっているんですね。

